UHF,name,race,age,sex,asthma,num,den,rate
101,Kingsbridge - Riverdale,Black,05to11,F,MildInt,1335,5915,0.225697379543533
101,Kingsbridge - Riverdale,Black,05to11,F,MildPers,738,4903,0.150520089740975
101,Kingsbridge - Riverdale,Black,05to11,F,Other,2009,5846,0.343653780362641
101,Kingsbridge - Riverdale,Black,05to11,F,Unspec,937,6491,0.144353720536127
101,Kingsbridge - Riverdale,Black,05to11,M,Any,403,1942,0.207518022657055
101,Kingsbridge - Riverdale,Black,05to11,M,MildInt,11,2840,0.00387323943662
101,Kingsbridge - Riverdale,Black,05to11,M,Unspec,4,38,0.105263157894737
101,Kingsbridge - Riverdale,Black,12to17,F,Any,2018,7315,0.275871496924128
101,Kingsbridge - Riverdale,Black,12to17,F,MildInt,2142,4143,0.517016654598117
101,Kingsbridge - Riverdale,Black,12to17,F,ModPers,3352,5150,0.650873786407767
101,Kingsbridge - Riverdale,Black,12to17,F,Unspec,2955,10036,0.294440015942607
101,Kingsbridge - Riverdale,Black,12to17,M,Any,153,7153,0.021389626730043
101,Kingsbridge - Riverdale,Black,12to17,M,MildInt,2367,4646,0.509470512268618
101,Kingsbridge - Riverdale,Black,12to17,M,ModPers,460,5029,0.091469477033207
101,Kingsbridge - Riverdale,Black,12to17,M,Other,2165,5500,0.393636363636364
101,Kingsbridge - Riverdale,Black,12to17,M,Unspec,104,547,0.190127970749543
101,Kingsbridge - Riverdale,Black,18to64,F,Any,1790,3405,0.525697503671072
101,Kingsbridge - Riverdale,Black,18to64,F,MildInt,810,9433,0.085868758613379
101,Kingsbridge - Riverdale,Black,18to64,F,MildPers,16,377,0.042440318302387
101,Kingsbridge - Riverdale,Black,18to64,F,Other,43,484,0.088842975206612
101,Kingsbridge - Riverdale,Black,18to64,F,Unspec,1023,3606,0.28369384359401
101,Kingsbridge - Riverdale,Black,18to64,M,Any,846,2691,0.31438127090301
101,Kingsbridge - Riverdale,Black,18to64,M,MildInt,820,4660,0.175965665236052
101,Kingsbridge - Riverdale,Black,18to64,M,MildPers,2620,6069,0.431702092601747
101,Kingsbridge - Riverdale,Black,18to64,M,ModPers,1564,6981,0.224036670964045
101,Kingsbridge - Riverdale,Black,18to64,M,Other,1884,3206,0.587648159700562
101,Kingsbridge - Riverdale,Black,18to64,M,Unspec,953,5787,0.164679453948505
101,Kingsbridge - Riverdale,Black,65to100,F,Any,228,3529,0.064607537546047
101,Kingsbridge - Riverdale,Black,65to100,F,MildInt,1327,8367,0.158599258993666
101,Kingsbridge - Riverdale,Black,65to100,F,Other,11,2223,0.004948268106163
101,Kingsbridge - Riverdale,Black,65to100,F,Unspec,4,162,0.024691358024691
101,Kingsbridge - Riverdale,Black,65to100,M,Any,2447,10259,0.238522273126036
101,Kingsbridge - Riverdale,Black,65to100,M,ModPers,380,2796,0.135908440629471
101,Kingsbridge - Riverdale,Black,65to100,M,Unspec,2415,7197,0.335556481867445
101,Kingsbridge - Riverdale,Hispanic,00to04,F,Any,2179,6070,0.358978583196046
101,Kingsbridge - Riverdale,Hispanic,00to04,F,MildInt,1884,5650,0.333451327433628
101,Kingsbridge - Riverdale,Hispanic,00to04,F,MildPers,982,4819,0.203776717161237
101,Kingsbridge - Riverdale,Hispanic,00to04,F,Other,1690,4633,0.364774444204619
101,Kingsbridge - Riverdale,Hispanic,00to04,F,SevPers,622,3788,0.164202745512144
101,Kingsbridge - Riverdale,Hispanic,00to04,F,Unspec,5104,9491,0.537772626698978
101,Kingsbridge - Riverdale,Hispanic,00to04,M,Any,36,6152,0.005851755526658
101,Kingsbridge - Riverdale,Hispanic,00to04,M,MildInt,3230,6399,0.504766369745273
101,Kingsbridge - Riverdale,Hispanic,00to04,M,MildPers,2336,6654,0.351067027351969
101,Kingsbridge - Riverdale,Hispanic,00to04,M,ModPers,884,3472,0.254608294930876
101,Kingsbridge - Riverdale,Hispanic,00to04,M,Other,1844,5284,0.348978046934141
101,Kingsbridge - Riverdale,Hispanic,00to04,M,SevPers,2264,5206,0.434882827506723
101,Kingsbridge - Riverdale,Hispanic,00to04,M,Unspec,2145,5164,0.415375677769171
101,Kingsbridge - Riverdale,Hispanic,05to11,F,Any,2818,8136,0.346361848574238
101,Kingsbridge - Riverdale,Hispanic,05to11,F,MildInt,1085,7901,0.137324389317808
101,Kingsbridge - Riverdale,Hispanic,05to11,F,MildPers,2525,9984,0.252904647435897
101,Kingsbridge - Riverdale,Hispanic,05to11,F,ModPers,390,1225,0.318367346938775
101,Kingsbridge - Riverdale,Hispanic,05to11,F,Other,3248,13201,0.246041966517688
101,Kingsbridge - Riverdale,Hispanic,05to11,F,SevPers,795,5865,0.135549872122762
101,Kingsbridge - Riverdale,Hispanic,05to11,F,Unspec,895,8608,0.103973048327138
101,Kingsbridge - Riverdale,Hispanic,05to11,M,Any,170,688,0.247093023255814
101,Kingsbridge - Riverdale,Hispanic,05to11,M,MildInt,33,1837,0.017964071856287
101,Kingsbridge - Riverdale,Hispanic,05to11,M,MildPers,1593,6227,0.255821422836037
101,Kingsbridge - Riverdale,Hispanic,05to11,M,ModPers,19,64,0.296875
101,Kingsbridge - Riverdale,Hispanic,05to11,M,Other,702,4120,0.170388349514563
101,Kingsbridge - Riverdale,Hispanic,05to11,M,Unspec,1934,6911,0.279843727391116
101,Kingsbridge - Riverdale,Hispanic,12to17,F,Any,1417,4114,0.344433641225085
101,Kingsbridge - Riverdale,Hispanic,12to17,F,MildInt,868,1725,0.503188405797101
101,Kingsbridge - Riverdale,Hispanic,12to17,F,MildPers,374,5457,0.068535825545171
101,Kingsbridge - Riverdale,Hispanic,12to17,F,ModPers,1049,5793,0.181080614534783
101,Kingsbridge - Riverdale,Hispanic,12to17,F,Other,406,3043,0.133420966151824
101,Kingsbridge - Riverdale,Hispanic,12to17,F,SevPers,416,1395,0.29820788530466
101,Kingsbridge - Riverdale,Hispanic,12to17,F,Unspec,1930,4590,0.420479302832244
101,Kingsbridge - Riverdale,Hispanic,12to17,M,Any,246,8976,0.0274064171123
101,Kingsbridge - Riverdale,Hispanic,12to17,M,MildInt,52,2475,0.021010101010101
101,Kingsbridge - Riverdale,Hispanic,12to17,M,MildPers,57,2439,0.023370233702337
101,Kingsbridge - Riverdale,Hispanic,12to17,M,ModPers,568,4275,0.132865497076023
101,Kingsbridge - Riverdale,Hispanic,12to17,M,Other,247,3490,0.070773638968481
101,Kingsbridge - Riverdale,Hispanic,12to17,M,Unspec,1215,3913,0.310503450038334
101,Kingsbridge - Riverdale,Hispanic,18to64,F,Any,417,5831,0.07151432001372
101,Kingsbridge - Riverdale,Hispanic,18to64,F,MildInt,2058,6304,0.326459390862944
101,Kingsbridge - Riverdale,Hispanic,18to64,F,MildPers,3351,11384,0.294360505973296
101,Kingsbridge - Riverdale,Hispanic,18to64,F,ModPers,588,10339,0.056872037914692
101,Kingsbridge - Riverdale,Hispanic,18to64,F,Other,959,6534,0.146770737679829
101,Kingsbridge - Riverdale,Hispanic,18to64,F,SevPers,1126,3514,0.320432555492316
101,Kingsbridge - Riverdale,Hispanic,18to64,F,Unspec,114,1164,0.097938144329897
101,Kingsbridge - Riverdale,Hispanic,18to64,M,Any,47,4842,0.00970673275506
101,Kingsbridge - Riverdale,Hispanic,18to64,M,MildInt,397,8185,0.048503359804521
101,Kingsbridge - Riverdale,Hispanic,18to64,M,MildPers,5635,8099,0.695764909248055
101,Kingsbridge - Riverdale,Hispanic,18to64,M,ModPers,797,4636,0.171915444348576
101,Kingsbridge - Riverdale,Hispanic,18to64,M,Other,447,2614,0.171002295332823
101,Kingsbridge - Riverdale,Hispanic,18to64,M,SevPers,141,3240,0.043518518518519
101,Kingsbridge - Riverdale,Hispanic,18to64,M,Unspec,724,4284,0.169000933706816
101,Kingsbridge - Riverdale,Hispanic,65to100,F,Any,1584,3673,0.431255104818949
101,Kingsbridge - Riverdale,Hispanic,65to100,F,MildInt,1236,6121,0.201927789576867
101,Kingsbridge - Riverdale,Hispanic,65to100,F,MildPers,31,147,0.210884353741497
101,Kingsbridge - Riverdale,Hispanic,65to100,F,ModPers,2509,7634,0.328661252292376
101,Kingsbridge - Riverdale,Hispanic,65to100,F,Other,937,2862,0.327393431167016
101,Kingsbridge - Riverdale,Hispanic,65to100,F,SevPers,1969,6139,0.320736276266493
101,Kingsbridge - Riverdale,Hispanic,65to100,F,Unspec,307,4241,0.072388587597265
101,Kingsbridge - Riverdale,Hispanic,65to100,M,Any,3764,11275,0.333835920177384
101,Kingsbridge - Riverdale,Hispanic,65to100,M,MildPers,88,700,0.125714285714286
101,Kingsbridge - Riverdale,Hispanic,65to100,M,ModPers,3646,6378,0.571652555660082
101,Kingsbridge - Riverdale,Hispanic,65to100,M,Other,589,2314,0.254537597234226
101,Kingsbridge - Riverdale,Hispanic,65to100,M,Unspec,2274,8863,0.256572266726842
101,Kingsbridge - Riverdale,Missing,12to17,F,Any,774,6809,0.113673079747393
101,Kingsbridge - Riverdale,Missing,12to17,F,MildInt,643,4048,0.158843873517787
101,Kingsbridge - Riverdale,Missing,18to64,F,Any,531,3574,0.148573027420257
101,Kingsbridge - Riverdale,Missing,18to64,F,Other,241,4070,0.059213759213759
101,Kingsbridge - Riverdale,Missing,18to64,F,Unspec,237,1816,0.130506607929515
101,Kingsbridge - Riverdale,Missing,18to64,M,Any,4192,9068,0.462284958094398
101,Kingsbridge - Riverdale,Missing,18to64,M,Unspec,1922,6184,0.310802069857697
101,Kingsbridge - Riverdale,Missing,65to100,M,Any,132,3850,0.034285714285714
101,Kingsbridge - Riverdale,Missing,65to100,M,ModPers,312,1875,0.1664
101,Kingsbridge - Riverdale,Missing,65to100,M,Unspec,722,4146,0.174143753014954
101,Kingsbridge - Riverdale,Other,00to04,F,Any,1122,4448,0.252248201438849
101,Kingsbridge - Riverdale,Other,00to04,F,MildInt,2470,7461,0.331054818388956
101,Kingsbridge - Riverdale,Other,00to04,F,Other,5514,9510,0.57981072555205
101,Kingsbridge - Riverdale,Other,00to04,F,Unspec,325,3328,0.09765625
101,Kingsbridge - Riverdale,Other,00to04,M,Any,1274,6416,0.19856608478803
101,Kingsbridge - Riverdale,Other,00to04,M,MildInt,633,4571,0.138481732662437
101,Kingsbridge - Riverdale,Other,00to04,M,Other,2689,6092,0.4413985554826
101,Kingsbridge - Riverdale,Other,00to04,M,Unspec,887,3038,0.291968400263331
101,Kingsbridge - Riverdale,Other,05to11,F,Any,2629,5241,0.50162182789544
101,Kingsbridge - Riverdale,Other,05to11,F,MildInt,2137,5563,0.384145245371203
101,Kingsbridge - Riverdale,Other,05to11,F,ModPers,2977,6397,0.465374394247303
101,Kingsbridge - Riverdale,Other,05to11,F,Other,1697,4341,0.390923750287952
101,Kingsbridge - Riverdale,Other,05to11,F,Unspec,1742,5642,0.308755760368664
101,Kingsbridge - Riverdale,Other,05to11,M,Any,2510,5772,0.434857934857935
101,Kingsbridge - Riverdale,Other,05to11,M,MildInt,1133,8791,0.12888181094301
101,Kingsbridge - Riverdale,Other,05to11,M,Other,510,6253,0.08156085079162
101,Kingsbridge - Riverdale,Other,05to11,M,Unspec,950,2349,0.404427415921669
101,Kingsbridge - Riverdale,Other,12to17,F,Any,2163,8267,0.261642675698561
101,Kingsbridge - Riverdale,Other,12to17,F,MildInt,298,2393,0.124529878813205
101,Kingsbridge - Riverdale,Other,12to17,F,Other,631,1460,0.432191780821918
101,Kingsbridge - Riverdale,Other,12to17,F,Unspec,128,3676,0.034820457018498
101,Kingsbridge - Riverdale,Other,12to17,M,Any,1936,4609,0.420047732696897
101,Kingsbridge - Riverdale,Other,12to17,M,MildInt,813,5922,0.137284701114488
101,Kingsbridge - Riverdale,Other,12to17,M,Other,975,4753,0.205133599831685
101,Kingsbridge - Riverdale,Other,12to17,M,Unspec,1314,6331,0.207550150055284
101,Kingsbridge - Riverdale,Other,18to64,F,Any,2417,5544,0.435966810966811
101,Kingsbridge - Riverdale,Other,18to64,F,MildInt,2,7,0.285714285714286
101,Kingsbridge - Riverdale,Other,18to64,F,MildPers,2691,5479,0.491148019711626
101,Kingsbridge - Riverdale,Other,18to64,F,ModPers,4919,10372,0.474257616660239
101,Kingsbridge - Riverdale,Other,18to64,F,Other,1831,5974,0.306494810847004
101,Kingsbridge - Riverdale,Other,18to64,F,Unspec,2,851,0.00235017626322
101,Kingsbridge - Riverdale,Other,18to64,M,Any,1522,5701,0.266970706893527
101,Kingsbridge - Riverdale,Other,18to64,M,MildInt,773,4854,0.159250103007829
101,Kingsbridge - Riverdale,Other,18to64,M,MildPers,745,1422,0.523909985935302
101,Kingsbridge - Riverdale,Other,18to64,M,Other,242,9880,0.024493927125506
101,Kingsbridge - Riverdale,Other,18to64,M,SevPers,1989,5373,0.370184254606365
101,Kingsbridge - Riverdale,Other,18to64,M,Unspec,700,4496,0.155693950177936
101,Kingsbridge - Riverdale,Other,65to100,F,Any,780,2149,0.362959516053979
101,Kingsbridge - Riverdale,Other,65to100,F,MildInt,3404,7293,0.466748937337173
101,Kingsbridge - Riverdale,Other,65to100,F,Other,1224,4667,0.262266980929934
101,Kingsbridge - Riverdale,Other,65to100,F,Unspec,784,4319,0.181523500810373
101,Kingsbridge - Riverdale,Other,65to100,M,Any,51,1700,0.03
101,Kingsbridge - Riverdale,Other,65to100,M,Unspec,376,1395,0.269534050179211
101,Kingsbridge - Riverdale,White,00to04,F,Any,151,1047,0.14422158548233
101,Kingsbridge - Riverdale,White,00to04,F,Unspec,1443,10664,0.135315078769692
101,Kingsbridge - Riverdale,White,00to04,M,Any,703,2497,0.281537845414497
101,Kingsbridge - Riverdale,White,00to04,M,Unspec,70,4931,0.014195903467856
101,Kingsbridge - Riverdale,White,05to11,F,Any,470,3252,0.144526445264453
101,Kingsbridge - Riverdale,White,05to11,F,Unspec,1303,3808,0.342174369747899
101,Kingsbridge - Riverdale,White,05to11,M,Any,490,2844,0.172292545710267
101,Kingsbridge - Riverdale,White,05to11,M,MildInt,764,8876,0.086074808472285
101,Kingsbridge - Riverdale,White,05to11,M,Other,1585,4630,0.342332613390929
101,Kingsbridge - Riverdale,White,05to11,M,Unspec,637,4229,0.15062662567983
101,Kingsbridge - Riverdale,White,12to17,F,Any,3150,9866,0.319278329616866
101,Kingsbridge - Riverdale,White,12to17,F,MildInt,1479,2631,0.562143671607754
101,Kingsbridge - Riverdale,White,12to17,F,Other,1053,2659,0.396013538924408
101,Kingsbridge - Riverdale,White,12to17,F,Unspec,2849,8046,0.354088988317176
101,Kingsbridge - Riverdale,White,12to17,M,Any,736,5468,0.134601316752012
101,Kingsbridge - Riverdale,White,12to17,M,Unspec,1544,3900,0.395897435897436
101,Kingsbridge - Riverdale,White,18to64,F,Any,672,2818,0.23846699787083
101,Kingsbridge - Riverdale,White,18to64,F,MildInt,2725,6310,0.431854199683043
101,Kingsbridge - Riverdale,White,18to64,F,MildPers,2885,5823,0.495449081229607
101,Kingsbridge - Riverdale,White,18to64,F,ModPers,722,1223,0.590351594439902
101,Kingsbridge - Riverdale,White,18to64,F,Other,486,4401,0.110429447852761
101,Kingsbridge - Riverdale,White,18to64,F,Unspec,722,3477,0.207650273224044
101,Kingsbridge - Riverdale,White,18to64,M,Any,869,2968,0.292789757412399
101,Kingsbridge - Riverdale,White,18to64,M,MildInt,1424,3355,0.424441132637854
101,Kingsbridge - Riverdale,White,18to64,M,MildPers,1850,6443,0.287133322986187
101,Kingsbridge - Riverdale,White,18to64,M,ModPers,664,1736,0.382488479262673
101,Kingsbridge - Riverdale,White,18to64,M,Other,1508,6430,0.23452566096423
101,Kingsbridge - Riverdale,White,18to64,M,Unspec,2433,6239,0.389966340759737
101,Kingsbridge - Riverdale,White,65to100,F,Any,737,3718,0.198224852071006
101,Kingsbridge - Riverdale,White,65to100,F,MildInt,626,3114,0.201027617212588
101,Kingsbridge - Riverdale,White,65to100,F,ModPers,3398,6763,0.502439745674996
101,Kingsbridge - Riverdale,White,65to100,F,Other,1698,5848,0.290355677154583
101,Kingsbridge - Riverdale,White,65to100,F,Unspec,914,5739,0.159261195330197
101,Kingsbridge - Riverdale,White,65to100,M,Any,391,5672,0.068935119887165
101,Kingsbridge - Riverdale,White,65to100,M,MildInt,1392,6390,0.217840375586854
101,Kingsbridge - Riverdale,White,65to100,M,MildPers,3148,6353,0.49551393042657
101,Kingsbridge - Riverdale,White,65to100,M,Other,2475,7427,0.333243570755352
101,Kingsbridge - Riverdale,White,65to100,M,Unspec,1037,2092,0.495697896749522
102,Northeast Bronx,Asian,00to04,M,Any,2713,8883,0.305414837329731
102,Northeast Bronx,Asian,00to04,M,MildPers,3521,6828,0.515670767428237
102,Northeast Bronx,Asian,00to04,M,Other,5004,7475,0.66943143812709
102,Northeast Bronx,Asian,00to04,M,Unspec,1156,1343,0.860759493670886
102,Northeast Bronx,Asian,05to11,M,Any,3626,6195,0.585310734463277
102,Northeast Bronx,Asian,05to11,M,MildInt,1716,6802,0.252278741546604
102,Northeast Bronx,Asian,05to11,M,Other,446,1403,0.317890235210264
102,Northeast Bronx,Asian,05to11,M,Unspec,4417,7242,0.609914388290527
102,Northeast Bronx,Asian,12to17,F,Any,2275,4525,0.502762430939227
102,Northeast Bronx,Asian,12to17,F,MildInt,3524,4498,0.783459315251223
102,Northeast Bronx,Asian,12to17,F,Unspec,7422,9450,0.785396825396825
102,Northeast Bronx,Asian,12to17,M,Any,1836,4295,0.427473806752037
102,Northeast Bronx,Asian,12to17,M,Other,4929,6759,0.72924988903684
102,Northeast Bronx,Asian,18to64,F,Any,8814,13256,0.664906457453229
102,Northeast Bronx,Asian,18to64,F,MildInt,2454,4409,0.556588795645271
102,Northeast Bronx,Asian,18to64,F,Other,333,817,0.407588739290086
102,Northeast Bronx,Asian,18to64,F,Unspec,2790,8897,0.313588850174216
102,Northeast Bronx,Asian,18to64,M,Any,5873,5954,0.9863957003695
102,Northeast Bronx,Asian,18to64,M,ModPers,2299,5025,0.457512437810945
102,Northeast Bronx,Asian,18to64,M,Other,8308,8852,0.938544961590601
102,Northeast Bronx,Asian,18to64,M,SevPers,14,17,0.823529411764706
102,Northeast Bronx,Asian,18to64,M,Unspec,4163,5868,0.709441036128153
102,Northeast Bronx,Asian,65to100,F,Any,1059,2775,0.381621621621622
102,Northeast Bronx,Asian,65to100,F,Unspec,5113,7435,0.687693342299933
102,Northeast Bronx,Asian,65to100,M,Any,6179,9059,0.682084115244508
102,Northeast Bronx,Asian,65to100,M,Other,2379,6537,0.363928407526388
102,Northeast Bronx,Black,00to04,F,Any,1706,2210,0.771945701357466
102,Northeast Bronx,Black,00to04,F,MildInt,7874,8220,0.957907542579075
102,Northeast Bronx,Black,00to04,F,MildPers,5648,7235,0.780649619903248
102,Northeast Bronx,Black,00to04,F,ModPers,4724,6328,0.746523388116308
102,Northeast Bronx,Black,00to04,F,Other,3610,5510,0.655172413793103
102,Northeast Bronx,Black,00to04,F,Unspec,1293,4632,0.279145077720207
102,Northeast Bronx,Black,00to04,M,Any,1710,2878,0.594162612925643
102,Northeast Bronx,Black,00to04,M,MildInt,2118,3439,0.615876708345449
102,Northeast Bronx,Black,00to04,M,MildPers,5268,10878,0.484280198565913
102,Northeast Bronx,Black,00to04,M,ModPers,3937,9330,0.421972132904609
102,Northeast Bronx,Black,00to04,M,Other,5040,6792,0.742049469964664
102,Northeast Bronx,Black,00to04,M,SevPers,1331,4635,0.287162891046386
102,Northeast Bronx,Black,00to04,M,Unspec,5592,12012,0.465534465534466
102,Northeast Bronx,Black,05to11,F,Any,1120,3508,0.31927023945268
102,Northeast Bronx,Black,05to11,F,MildInt,3530,5151,0.685303824500097
102,Northeast Bronx,Black,05to11,F,MildPers,2095,2100,0.997619047619048
102,Northeast Bronx,Black,05to11,F,ModPers,539,981,0.549439347604485
102,Northeast Bronx,Black,05to11,F,Other,3012,6228,0.483622350674374
102,Northeast Bronx,Black,05to11,F,Unspec,5172,5337,0.969083754918494
102,Northeast Bronx,Black,05to11,M,Any,858,4956,0.173123486682809
102,Northeast Bronx,Black,05to11,M,MildInt,68,94,0.723404255319149
102,Northeast Bronx,Black,05to11,M,MildPers,4435,8199,0.540919624344432
102,Northeast Bronx,Black,05to11,M,ModPers,4234,5824,0.726991758241758
102,Northeast Bronx,Black,05to11,M,Other,347,486,0.713991769547325
102,Northeast Bronx,Black,05to11,M,Unspec,2531,2732,0.926427525622255
102,Northeast Bronx,Black,12to17,F,Any,3657,5803,0.630191280372221
102,Northeast Bronx,Black,12to17,F,MildInt,3485,4951,0.703898202383357
102,Northeast Bronx,Black,12to17,F,MildPers,1965,3742,0.525120256547301
102,Northeast Bronx,Black,12to17,F,ModPers,4415,5141,0.858782338066524
102,Northeast Bronx,Black,12to17,F,Other,3902,6079,0.641881888468498
102,Northeast Bronx,Black,12to17,F,Unspec,2778,3791,0.732788182537589
102,Northeast Bronx,Black,12to17,M,Any,3439,6697,0.513513513513513
102,Northeast Bronx,Black,12to17,M,MildInt,941,1094,0.860146252285192
102,Northeast Bronx,Black,12to17,M,MildPers,3852,5622,0.685165421558164
102,Northeast Bronx,Black,12to17,M,ModPers,5103,6153,0.829351535836177
102,Northeast Bronx,Black,12to17,M,Other,2465,4449,0.554057091481232
102,Northeast Bronx,Black,12to17,M,Unspec,1206,3677,0.327984770193092
102,Northeast Bronx,Black,18to64,F,Any,8872,10484,0.846241892407478
102,Northeast Bronx,Black,18to64,F,MildInt,3263,5630,0.579573712255773
102,Northeast Bronx,Black,18to64,F,MildPers,3566,6618,0.538833484436386
102,Northeast Bronx,Black,18to64,F,ModPers,468,1055,0.443601895734597
102,Northeast Bronx,Black,18to64,F,Other,8534,10294,0.829026617447057
102,Northeast Bronx,Black,18to64,F,SevPers,4708,5416,0.869276218611521
102,Northeast Bronx,Black,18to64,F,Unspec,863,1181,0.7307366638442
102,Northeast Bronx,Black,18to64,M,Any,112,176,0.636363636363636
102,Northeast Bronx,Black,18to64,M,MildInt,2152,3575,0.601958041958042
102,Northeast Bronx,Black,18to64,M,MildPers,1544,2505,0.616367265469062
102,Northeast Bronx,Black,18to64,M,ModPers,3506,5872,0.597070844686649
102,Northeast Bronx,Black,18to64,M,Other,69,148,0.466216216216216
102,Northeast Bronx,Black,18to64,M,SevPers,2376,3848,0.617463617463617
102,Northeast Bronx,Black,18to64,M,Unspec,6877,7576,0.907734952481521
102,Northeast Bronx,Black,65to100,F,Any,1027,2790,0.368100358422939
102,Northeast Bronx,Black,65to100,F,MildInt,7511,10760,0.698048327137546
102,Northeast Bronx,Black,65to100,F,MildPers,4384,5044,0.869151467089611
102,Northeast Bronx,Black,65to100,F,ModPers,6333,13392,0.472894265232975
102,Northeast Bronx,Black,65to100,F,Other,4222,9365,0.450827549386012
102,Northeast Bronx,Black,65to100,F,Unspec,4458,7563,0.589448631495438
102,Northeast Bronx,Black,65to100,M,Any,767,1444,0.531163434903047
102,Northeast Bronx,Black,65to100,M,MildInt,2047,4086,0.500978952520803
102,Northeast Bronx,Black,65to100,M,ModPers,3749,5277,0.710441538753079
102,Northeast Bronx,Black,65to100,M,Other,3520,9919,0.35487448331485
102,Northeast Bronx,Black,65to100,M,Unspec,2094,2691,0.778149386845039
102,Northeast Bronx,Hispanic,00to04,F,Any,1778,2993,0.594052789842967
102,Northeast Bronx,Hispanic,00to04,F,MildInt,2088,3856,0.54149377593361
102,Northeast Bronx,Hispanic,00to04,F,MildPers,2218,5814,0.381492948056416
102,Northeast Bronx,Hispanic,00to04,F,ModPers,2019,4152,0.486271676300578
102,Northeast Bronx,Hispanic,00to04,F,Other,420,662,0.634441087613293
102,Northeast Bronx,Hispanic,00to04,F,Unspec,5369,7466,0.719126707741763
102,Northeast Bronx,Hispanic,00to04,M,Any,3557,5184,0.686149691358025
102,Northeast Bronx,Hispanic,00to04,M,MildInt,4525,4745,0.9536354056902
102,Northeast Bronx,Hispanic,00to04,M,MildPers,1460,2091,0.698230511716882
102,Northeast Bronx,Hispanic,00to04,M,ModPers,265,557,0.475763016157989
102,Northeast Bronx,Hispanic,00to04,M,Other,6648,7785,0.853949903660886
102,Northeast Bronx,Hispanic,00to04,M,Unspec,881,2415,0.3648033126294
102,Northeast Bronx,Hispanic,05to11,F,Any,1063,1278,0.831768388106416
102,Northeast Bronx,Hispanic,05to11,F,MildInt,2677,8010,0.334207240948814
102,Northeast Bronx,Hispanic,05to11,F,MildPers,1517,2008,0.755478087649402
102,Northeast Bronx,Hispanic,05to11,F,ModPers,1810,4097,0.441786673175494
102,Northeast Bronx,Hispanic,05to11,F,Other,1801,6921,0.260222511197804
102,Northeast Bronx,Hispanic,05to11,F,SevPers,2574,9243,0.278481012658228
102,Northeast Bronx,Hispanic,05to11,F,Unspec,7202,8819,0.816645878217485
102,Northeast Bronx,Hispanic,05to11,M,Any,3490,10048,0.347332802547771
102,Northeast Bronx,Hispanic,05to11,M,MildInt,4334,8440,0.513507109004739
102,Northeast Bronx,Hispanic,05to11,M,MildPers,1635,2691,0.607580824972129
102,Northeast Bronx,Hispanic,05to11,M,ModPers,1618,4458,0.362943023777479
102,Northeast Bronx,Hispanic,05to11,M,Other,1766,2004,0.8812375249501
